Datum,Weekday,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,Weather_Category,Weather_Category_Wind_Adjusted,Wind_Downgrade_Count
2016-02-16,Tuesday,0.0,2.12,5,,1602163.0,Croissant,99.7,,Unknown,Unknown,0
2016-02-16,Tuesday,0.0,2.12,5,,1602164.0,Konditorei,177.33,,Unknown,Unknown,0
2016-02-16,Tuesday,0.0,2.12,5,,1602165.0,Kuchen,306.52,,Unknown,Unknown,0
2016-02-17,Wednesday,1.0,1.75,10,0.0,1602171.0,Brot,115.32,,Very Good,Very Good,0
2016-02-17,Wednesday,1.0,1.75,10,0.0,1602172.0,Brötchen,282.85,,Very Good,Very Good,0
2016-02-17,Wednesday,1.0,1.75,10,0.0,1602173.0,Croissant,84.15,,Very Good,Very Good,0
2016-02-17,Wednesday,1.0,1.75,10,0.0,1602174.0,Konditorei,146.15,,Very Good,Very Good,0
2016-02-17,Wednesday,1.0,1.75,10,0.0,1602175.0,Kuchen,320.15,,Very Good,Very Good,0
2016-02-18,Thursday,5.0,1.88,6,10.0,1602181.0,Brot,130.02,,Moderate,Moderate,0
2016-02-18,Thursday,5.0,1.88,6,10.0,1602182.0,Brötchen,328.45,,Moderate,Moderate,0
2016-02-18,Thursday,5.0,1.88,6,10.0,1602183.0,Croissant,101.65,,Moderate,Moderate,0
2016-02-18,Thursday,5.0,1.88,6,10.0,1602184.0,Konditorei,153.39,,Moderate,Moderate,0
2016-02-18,Thursday,5.0,1.88,6,10.0,1602185.0,Kuchen,290.79,,Moderate,Moderate,0
2016-02-19,Friday,7.0,3.25,6,61.0,1602191.0,Brot,121.11,,Rain,Rain,0
2016-02-19,Friday,7.0,3.25,6,61.0,1602192.0,Brötchen,322.08,,Rain,Rain,0
2016-02-19,Friday,7.0,3.25,6,61.0,1602193.0,Croissant,92.69,,Rain,Rain,0
2016-02-19,Friday,7.0,3.25,6,61.0,1602194.0,Konditorei,152.79,,Rain,Rain,0
2016-02-19,Friday,7.0,3.25,6,61.0,1602195.0,Kuchen,294.63,,Rain,Rain,0
2016-02-20,Saturday,7.0,6.0,12,61.0,1602201.0,Brot,85.25,,Rain,Rain,0
2016-02-20,Saturday,7.0,6.0,12,61.0,1602202.0,Brötchen,443.78,,Rain,Rain,0
2016-02-20,Saturday,7.0,6.0,12,61.0,1602203.0,Croissant,91.43,,Rain,Rain,0
2016-02-20,Saturday,7.0,6.0,12,61.0,1602204.0,Konditorei,213.9,,Rain,Rain,0
2016-02-20,Saturday,7.0,6.0,12,61.0,1602205.0,Kuchen,337.41,,Rain,Rain,0
2016-02-21,Sunday,7.0,6.88,12,61.0,1602211.0,Brot,57.71,,Rain,Rain,0
2016-02-21,Sunday,7.0,6.88,12,61.0,1602212.0,Brötchen,498.82,,Rain,Rain,0
2016-02-21,Sunday,7.0,6.88,12,61.0,1602213.0,Croissant,121.87,,Rain,Rain,0
2016-02-21,Sunday,7.0,6.88,12,61.0,1602214.0,Konditorei,320.05,,Rain,Rain,0
2016-02-21,Sunday,7.0,6.88,12,61.0,1602215.0,Kuchen,429.95,,Rain,Rain,0
2016-02-22,Monday,6.0,5.88,15,61.0,1602221.0,Brot,64.11,,Rain,Rain,0
2016-02-22,Monday,6.0,5.88,15,61.0,1602222.0,Brötchen,236.93,,Rain,Rain,0
2016-02-22,Monday,6.0,5.88,15,61.0,1602223.0,Croissant,72.38,,Rain,Rain,0
2016-02-22,Monday,6.0,5.88,15,61.0,1602224.0,Konditorei,71.57,,Rain,Rain,0
2016-02-22,Monday,6.0,5.88,15,61.0,1602225.0,Kuchen,163.43,,Rain,Rain,0
2016-02-23,Tuesday,4.0,6.12,17,61.0,1602231.0,Brot,70.62,,Rain,Rain,0
2016-02-23,Tuesday,4.0,6.12,17,61.0,1602232.0,Brötchen,260.99,,Rain,Rain,0
2016-02-23,Tuesday,4.0,6.12,17,61.0,1602233.0,Croissant,107.66,,Rain,Rain,0
2016-02-23,Tuesday,4.0,6.12,17,61.0,1602234.0,Konditorei,134.38,,Rain,Rain,0
2016-02-23,Tuesday,4.0,6.12,17,61.0,1602235.0,Kuchen,161.61,,Rain,Rain,0
2016-02-24,Wednesday,3.0,4.0,15,61.0,1602241.0,Brot,85.76,,Rain,Rain,0
2016-02-24,Wednesday,3.0,4.0,15,61.0,1602242.0,Brötchen,242.65,,Rain,Rain,0
2016-02-24,Wednesday,3.0,4.0,15,61.0,1602243.0,Croissant,83.73,,Rain,Rain,0
2016-02-24,Wednesday,3.0,4.0,15,61.0,1602244.0,Konditorei,64.03,,Rain,Rain,0
2016-02-24,Wednesday,3.0,4.0,15,61.0,1602245.0,Kuchen,210.77,,Rain,Rain,0
2016-02-25,Thursday,6.0,3.5,10,53.0,1602251.0,Brot,115.06,,Rain,Rain,0
2016-02-25,Thursday,6.0,3.5,10,53.0,1602252.0,Brötchen,237.16,,Rain,Rain,0
2016-02-25,Thursday,6.0,3.5,10,53.0,1602253.0,Croissant,58.89,,Rain,Rain,0
2016-02-25,Thursday,6.0,3.5,10,53.0,1602254.0,Konditorei,60.22,,Rain,Rain,0
2016-02-25,Thursday,6.0,3.5,10,53.0,1602255.0,Kuchen,195.26,,Rain,Rain,0
2016-02-26,Friday,6.0,3.62,8,,1602261.0,Brot,73.62,,Unknown,Unknown,0
2016-02-26,Friday,6.0,3.62,8,,1602262.0,Brötchen,254.77,,Unknown,Unknown,0
2016-02-26,Friday,6.0,3.62,8,,1602263.0,Croissant,89.3,,Unknown,Unknown,0
2016-02-26,Friday,6.0,3.62,8,,1602264.0,Konditorei,54.07,,Unknown,Unknown,0
2016-02-26,Friday,6.0,3.62,8,,1602265.0,Kuchen,187.61,,Unknown,Unknown,0
2016-02-27,Saturday,4.0,1.5,5,45.0,1602271.0,Brot,77.34,,Cold / Snow,Cold / Snow,0
2016-02-27,Saturday,4.0,1.5,5,45.0,1602272.0,Brötchen,344.44,,Cold / Snow,Cold / Snow,0
2016-02-27,Saturday,4.0,1.5,5,45.0,1602273.0,Croissant,112.73,,Cold / Snow,Cold / Snow,0
2016-02-27,Saturday,4.0,1.5,5,45.0,1602274.0,Konditorei,85.39,,Cold / Snow,Cold / Snow,0
2016-02-27,Saturday,4.0,1.5,5,45.0,1602275.0,Kuchen,256.03,,Cold / Snow,Cold / Snow,0
2016-02-28,Sunday,1.0,3.5,6,0.0,1602281.0,Brot,67.9,,Very Good,Very Good,0
2016-02-28,Sunday,1.0,3.5,6,0.0,1602282.0,Brötchen,475.07,,Very Good,Very Good,0
2016-02-28,Sunday,1.0,3.5,6,0.0,1602283.0,Croissant,143.4,,Very Good,Very Good,0
2016-02-28,Sunday,1.0,3.5,6,0.0,1602284.0,Konditorei,155.88,,Very Good,Very Good,0
2016-02-28,Sunday,1.0,3.5,6,0.0,1602285.0,Kuchen,265.88,,Very Good,Very Good,0
2016-02-29,Monday,7.0,2.12,10,0.0,1602291.0,Brot,100.73,,Very Good,Very Good,0
2016-02-29,Monday,7.0,2.12,10,0.0,1602292.0,Brötchen,213.57,,Very Good,Very Good,0
2016-02-29,Monday,7.0,2.12,10,0.0,1602293.0,Croissant,85.47,,Very Good,Very Good,0
2016-02-29,Monday,7.0,2.12,10,0.0,1602294.0,Konditorei,57.58,,Very Good,Very Good,0
2016-02-29,Monday,7.0,2.12,10,0.0,1602295.0,Kuchen,191.67,,Very Good,Very Good,0
2016-03-01,Tuesday,5.0,2.25,8,,1603011.0,Brot,94.41,,Unknown,Unknown,0
2016-03-01,Tuesday,5.0,2.25,8,,1603012.0,Brötchen,227.73,,Unknown,Unknown,0
2016-03-01,Tuesday,5.0,2.25,8,,1603013.0,Croissant,71.01,,Unknown,Unknown,0
2016-03-01,Tuesday,5.0,2.25,8,,1603014.0,Konditorei,93.5,,Unknown,Unknown,0
2016-03-01,Tuesday,5.0,2.25,8,,1603015.0,Kuchen,180.93,,Unknown,Unknown,0
2016-03-02,Wednesday,7.0,5.0,16,63.0,1603021.0,Brot,76.38,,Rain,Rain,0
2016-03-02,Wednesday,7.0,5.0,16,63.0,1603022.0,Brötchen,222.1,,Rain,Rain,0
2016-03-02,Wednesday,7.0,5.0,16,63.0,1603023.0,Croissant,93.72,,Rain,Rain,0
2016-03-02,Wednesday,7.0,5.0,16,63.0,1603024.0,Konditorei,74.88,,Rain,Rain,0
2016-03-02,Wednesday,7.0,5.0,16,63.0,1603025.0,Kuchen,164.36,,Rain,Rain,0
2016-03-03,Thursday,7.0,4.75,5,21.0,1603031.0,Brot,116.8,,Rain,Rain,0
2016-03-03,Thursday,7.0,4.75,5,21.0,1603032.0,Brötchen,229.05,,Rain,Rain,0
2016-03-03,Thursday,7.0,4.75,5,21.0,1603033.0,Croissant,88.96,,Rain,Rain,0
2016-03-03,Thursday,7.0,4.75,5,21.0,1603034.0,Konditorei,53.34,,Rain,Rain,0
2016-03-03,Thursday,7.0,4.75,5,21.0,1603035.0,Kuchen,154.99,,Rain,Rain,0
2016-03-04,Friday,2.0,3.88,9,10.0,1603041.0,Brot,100.46,,Moderate,Moderate,0
2016-03-04,Friday,2.0,3.88,9,10.0,1603042.0,Brötchen,219.88,,Moderate,Moderate,0
2016-03-04,Friday,2.0,3.88,9,10.0,1603043.0,Croissant,98.75,,Moderate,Moderate,0
2016-03-04,Friday,2.0,3.88,9,10.0,1603044.0,Konditorei,54.31,,Moderate,Moderate,0
2016-03-04,Friday,2.0,3.88,9,10.0,1603045.0,Kuchen,189.91,,Moderate,Moderate,0
2016-03-05,Saturday,8.0,3.25,5,61.0,1603051.0,Brot,126.56,,Rain,Rain,0
2016-03-05,Saturday,8.0,3.25,5,61.0,1603052.0,Brötchen,307.36,,Rain,Rain,0
2016-03-05,Saturday,8.0,3.25,5,61.0,1603053.0,Croissant,105.45,,Rain,Rain,0
2016-03-05,Saturday,8.0,3.25,5,61.0,1603054.0,Konditorei,87.0,,Rain,Rain,0
2016-03-05,Saturday,8.0,3.25,5,61.0,1603055.0,Kuchen,183.67,,Rain,Rain,0
2016-03-06,Sunday,7.0,4.5,11,10.0,1603061.0,Brot,63.7,,Moderate,Moderate,0
2016-03-06,Sunday,7.0,4.5,11,10.0,1603062.0,Brötchen,425.0,,Moderate,Moderate,0
2016-03-06,Sunday,7.0,4.5,11,10.0,1603063.0,Croissant,125.25,,Moderate,Moderate,0
2016-03-06,Sunday,7.0,4.5,11,10.0,1603064.0,Konditorei,89.98,,Moderate,Moderate,0
2016-03-06,Sunday,7.0,4.5,11,10.0,1603065.0,Kuchen,237.74,,Moderate,Moderate,0
2016-03-07,Monday,6.0,4.75,10,20.0,1603071.0,Brot,100.74,,Moderate,Moderate,0
2016-03-07,Monday,6.0,4.75,10,20.0,1603072.0,Brötchen,261.05,,Moderate,Moderate,0
2016-03-07,Monday,6.0,4.75,10,20.0,1603073.0,Croissant,104.96,,Moderate,Moderate,0
2016-03-07,Monday,6.0,4.75,10,20.0,1603074.0,Konditorei,59.32,,Moderate,Moderate,0
2016-03-07,Monday,6.0,4.75,10,20.0,1603075.0,Kuchen,223.49,,Moderate,Moderate,0
2016-03-08,Tuesday,6.0,5.0,10,61.0,1603081.0,Brot,121.47,,Rain,Rain,0
2016-03-08,Tuesday,6.0,5.0,10,61.0,1603082.0,Brötchen,266.52,,Rain,Rain,0
2016-03-08,Tuesday,6.0,5.0,10,61.0,1603083.0,Croissant,73.23,,Rain,Rain,0
2016-03-08,Tuesday,6.0,5.0,10,61.0,1603084.0,Konditorei,86.24,,Rain,Rain,0
2016-03-08,Tuesday,6.0,5.0,10,61.0,1603085.0,Kuchen,254.23,,Rain,Rain,0
2016-03-09,Wednesday,0.0,6.75,9,5.0,1603091.0,Brot,134.5,,Extreme Weather,Extreme Weather,0
2016-03-09,Wednesday,0.0,6.75,9,5.0,1603092.0,Brötchen,271.33,,Extreme Weather,Extreme Weather,0
2016-03-09,Wednesday,0.0,6.75,9,5.0,1603093.0,Croissant,112.7,,Extreme Weather,Extreme Weather,0
2016-03-09,Wednesday,0.0,6.75,9,5.0,1603095.0,Kuchen,259.68,,Extreme Weather,Extreme Weather,0
2016-03-10,Thursday,8.0,4.38,11,10.0,1603101.0,Brot,144.67,,Moderate,Moderate,0
2016-03-10,Thursday,8.0,4.38,11,10.0,1603102.0,Brötchen,293.91,,Moderate,Moderate,0
2016-03-10,Thursday,8.0,4.38,11,10.0,1603103.0,Croissant,60.83,,Moderate,Moderate,0
2016-03-10,Thursday,8.0,4.38,11,10.0,1603104.0,Konditorei,59.78,,Moderate,Moderate,0
2016-03-10,Thursday,8.0,4.38,11,10.0,1603105.0,Kuchen,229.76,,Moderate,Moderate,0
2016-03-11,Friday,8.0,3.5,11,,1603111.0,Brot,147.97,,Unknown,Unknown,0
2016-03-11,Friday,8.0,3.5,11,,1603112.0,Brötchen,254.53,,Unknown,Unknown,0
2016-03-11,Friday,8.0,3.5,11,,1603113.0,Croissant,91.45,,Unknown,Unknown,0
2016-03-11,Friday,8.0,3.5,11,,1603114.0,Konditorei,84.09,,Unknown,Unknown,0
2016-03-11,Friday,8.0,3.5,11,,1603115.0,Kuchen,240.69,,Unknown,Unknown,0
2016-03-12,Saturday,8.0,2.75,7,0.0,1603121.0,Brot,156.98,,Very Good,Very Good,0
2016-03-12,Saturday,8.0,2.75,7,0.0,1603122.0,Brötchen,369.21,,Very Good,Very Good,0
2016-03-12,Saturday,8.0,2.75,7,0.0,1603123.0,Croissant,123.88,,Very Good,Very Good,0
2016-03-12,Saturday,8.0,2.75,7,0.0,1603124.0,Konditorei,64.86,,Very Good,Very Good,0
2016-03-12,Saturday,8.0,2.75,7,0.0,1603125.0,Kuchen,257.07,,Very Good,Very Good,0
2016-03-13,Sunday,8.0,0.88,8,10.0,1603131.0,Brot,85.13,,Moderate,Moderate,0
2016-03-13,Sunday,8.0,0.88,8,10.0,1603132.0,Brötchen,457.37,,Moderate,Moderate,0
2016-03-13,Sunday,8.0,0.88,8,10.0,1603133.0,Croissant,141.83,,Moderate,Moderate,0
2016-03-13,Sunday,8.0,0.88,8,10.0,1603134.0,Konditorei,122.36,,Moderate,Moderate,0
2016-03-13,Sunday,8.0,0.88,8,10.0,1603135.0,Kuchen,358.15,,Moderate,Moderate,0
2016-03-14,Monday,8.0,5.0,8,10.0,1603141.0,Brot,82.34,,Moderate,Moderate,0
2016-03-14,Monday,8.0,5.0,8,10.0,1603142.0,Brötchen,248.43,,Moderate,Moderate,0
2016-03-14,Monday,8.0,5.0,8,10.0,1603143.0,Croissant,106.17,,Moderate,Moderate,0
2016-03-14,Monday,8.0,5.0,8,10.0,1603144.0,Konditorei,65.76,,Moderate,Moderate,0
2016-03-14,Monday,8.0,5.0,8,10.0,1603145.0,Kuchen,216.47,,Moderate,Moderate,0
2016-03-15,Tuesday,5.0,5.75,12,61.0,1603151.0,Brot,135.41,,Rain,Rain,0
2016-03-15,Tuesday,5.0,5.75,12,61.0,1603152.0,Brötchen,274.62,,Rain,Rain,0
2016-03-15,Tuesday,5.0,5.75,12,61.0,1603153.0,Croissant,85.12,,Rain,Rain,0
2016-03-15,Tuesday,5.0,5.75,12,61.0,1603154.0,Konditorei,78.53,,Rain,Rain,0
2016-03-15,Tuesday,5.0,5.75,12,61.0,1603155.0,Kuchen,277.61,,Rain,Rain,0
2016-03-16,Wednesday,1.0,6.38,11,0.0,1603161.0,Brot,149.73,,Very Good,Very Good,0
2016-03-16,Wednesday,1.0,6.38,11,0.0,1603162.0,Brötchen,284.67,,Very Good,Very Good,0
2016-03-16,Wednesday,1.0,6.38,11,0.0,1603163.0,Croissant,103.32,,Very Good,Very Good,0
2016-03-16,Wednesday,1.0,6.38,11,0.0,1603164.0,Konditorei,74.33,,Very Good,Very Good,0
2016-03-16,Wednesday,1.0,6.38,11,0.0,1603165.0,Kuchen,239.61,,Very Good,Very Good,0
2016-03-17,Thursday,0.0,9.25,12,0.0,1603171.0,Brot,171.39,,Very Good,Very Good,0
2016-03-17,Thursday,0.0,9.25,12,0.0,1603172.0,Brötchen,292.67,,Very Good,Very Good,0
2016-03-17,Thursday,0.0,9.25,12,0.0,1603173.0,Croissant,102.12,,Very Good,Very Good,0
2016-03-17,Thursday,0.0,9.25,12,0.0,1603174.0,Konditorei,76.68,,Very Good,Very Good,0
2016-03-17,Thursday,0.0,9.25,12,0.0,1603175.0,Kuchen,259.2,,Very Good,Very Good,0
2016-03-18,Friday,8.0,5.38,9,21.0,1603181.0,Brot,107.77,,Rain,Rain,0
2016-03-18,Friday,8.0,5.38,9,21.0,1603182.0,Brötchen,271.25,,Rain,Rain,0
2016-03-18,Friday,8.0,5.38,9,21.0,1603183.0,Croissant,83.27,,Rain,Rain,0
2016-03-18,Friday,8.0,5.38,9,21.0,1603184.0,Konditorei,85.01,,Rain,Rain,0
2016-03-18,Friday,8.0,5.38,9,21.0,1603185.0,Kuchen,310.25,,Rain,Rain,0
2016-03-19,Saturday,7.0,6.0,15,45.0,1603191.0,Brot,123.31,,Cold / Snow,Cold / Snow,0
2016-03-19,Saturday,7.0,6.0,15,45.0,1603192.0,Brötchen,380.24,,Cold / Snow,Cold / Snow,0
2016-03-19,Saturday,7.0,6.0,15,45.0,1603193.0,Croissant,139.18,,Cold / Snow,Cold / Snow,0
2016-03-19,Saturday,7.0,6.0,15,45.0,1603194.0,Konditorei,82.31,,Cold / Snow,Cold / Snow,0
2016-03-19,Saturday,7.0,6.0,15,45.0,1603195.0,Kuchen,319.46,,Cold / Snow,Cold / Snow,0
2016-03-20,Sunday,6.0,8.62,15,61.0,1603201.0,Brot,60.16,,Rain,Rain,0
2016-03-20,Sunday,6.0,8.62,15,61.0,1603202.0,Brötchen,527.52,,Rain,Rain,0
2016-03-20,Sunday,6.0,8.62,15,61.0,1603203.0,Croissant,184.17,,Rain,Rain,0
2016-03-20,Sunday,6.0,8.62,15,61.0,1603204.0,Konditorei,106.45,,Rain,Rain,0
2016-03-20,Sunday,6.0,8.62,15,61.0,1603205.0,Kuchen,351.53,,Rain,Rain,0
2016-03-21,Monday,7.0,7.5,19,61.0,1603211.0,Brot,111.59,,Rain,Rain,0
2016-03-21,Monday,7.0,7.5,19,61.0,1603212.0,Brötchen,270.39,,Rain,Rain,0
2016-03-21,Monday,7.0,7.5,19,61.0,1603213.0,Croissant,112.2,,Rain,Rain,0
2016-03-21,Monday,7.0,7.5,19,61.0,1603214.0,Konditorei,75.41,,Rain,Rain,0
2016-03-21,Monday,7.0,7.5,19,61.0,1603215.0,Kuchen,279.3,,Rain,Rain,0
2016-03-22,Tuesday,7.0,8.12,13,61.0,1603221.0,Brot,123.5,,Rain,Rain,0
2016-03-22,Tuesday,7.0,8.12,13,61.0,1603222.0,Brötchen,305.47,,Rain,Rain,0
2016-03-22,Tuesday,7.0,8.12,13,61.0,1603223.0,Croissant,106.19,,Rain,Rain,0
2016-03-22,Tuesday,7.0,8.12,13,61.0,1603224.0,Konditorei,64.46,,Rain,Rain,0
2016-03-22,Tuesday,7.0,8.12,13,61.0,1603225.0,Kuchen,269.21,,Rain,Rain,0
2016-03-23,Wednesday,1.0,9.12,13,,1603231.0,Brot,170.98,,Unknown,Unknown,0
2016-03-23,Wednesday,1.0,9.12,13,,1603232.0,Brötchen,328.78,,Unknown,Unknown,0
2016-03-23,Wednesday,1.0,9.12,13,,1603233.0,Croissant,108.1,,Unknown,Unknown,0
2016-03-23,Wednesday,1.0,9.12,13,,1603234.0,Konditorei,54.96,,Unknown,Unknown,0
2016-03-23,Wednesday,1.0,9.12,13,,1603235.0,Kuchen,278.85,,Unknown,Unknown,0
2016-03-24,Thursday,7.0,7.38,10,21.0,,,,,Rain,Rain,0
2016-03-25,Friday,8.0,7.88,7,61.0,,,,,Rain,Rain,0
2016-03-26,Saturday,1.0,9.75,9,0.0,1603261.0,Brot,233.44,,Very Good,Very Good,0
2016-03-26,Saturday,1.0,9.75,9,0.0,1603262.0,Brötchen,603.7,,Very Good,Very Good,0
2016-03-26,Saturday,1.0,9.75,9,0.0,1603263.0,Croissant,284.68,,Very Good,Very Good,0
2016-03-26,Saturday,1.0,9.75,9,0.0,1603264.0,Konditorei,58.54,,Very Good,Very Good,0
2016-03-26,Saturday,1.0,9.75,9,0.0,1603265.0,Kuchen,481.65,,Very Good,Very Good,0
2016-03-27,Sunday,7.0,8.62,12,61.0,1603271.0,Brot,92.2,,Rain,Rain,0
2016-03-27,Sunday,7.0,8.62,12,61.0,1603272.0,Brötchen,684.17,,Rain,Rain,0
2016-03-27,Sunday,7.0,8.62,12,61.0,1603273.0,Croissant,189.79,,Rain,Rain,0
2016-03-27,Sunday,7.0,8.62,12,61.0,1603274.0,Konditorei,141.43,,Rain,Rain,0
2016-03-27,Sunday,7.0,8.62,12,61.0,1603275.0,Kuchen,321.24,,Rain,Rain,0
2016-03-28,Monday,6.0,11.62,18,61.0,1603281.0,Brot,78.94,,Rain,Rain,0
2016-03-28,Monday,6.0,11.62,18,61.0,1603282.0,Brötchen,593.6,,Rain,Rain,0
2016-03-28,Monday,6.0,11.62,18,61.0,1603283.0,Croissant,222.68,,Rain,Rain,0
2016-03-28,Monday,6.0,11.62,18,61.0,1603284.0,Konditorei,121.31,,Rain,Rain,0
2016-03-28,Monday,6.0,11.62,18,61.0,1603285.0,Kuchen,295.41,,Rain,Rain,0
2016-03-29,Tuesday,6.0,10.0,13,21.0,1603291.0,Brot,119.2,,Rain,Rain,0
2016-03-29,Tuesday,6.0,10.0,13,21.0,1603292.0,Brötchen,384.31,,Rain,Rain,0
2016-03-29,Tuesday,6.0,10.0,13,21.0,1603293.0,Croissant,102.22,,Rain,Rain,0
2016-03-29,Tuesday,6.0,10.0,13,21.0,1603294.0,Konditorei,67.78,,Rain,Rain,0
2016-03-29,Tuesday,6.0,10.0,13,21.0,1603295.0,Kuchen,230.57,,Rain,Rain,0
2016-03-30,Wednesday,5.0,8.5,15,61.0,1603301.0,Brot,60.51,,Rain,Rain,0
2016-03-30,Wednesday,5.0,8.5,15,61.0,1603302.0,Brötchen,337.62,,Rain,Rain,0
2016-03-30,Wednesday,5.0,8.5,15,61.0,1603303.0,Croissant,117.88,,Rain,Rain,0
2016-03-30,Wednesday,5.0,8.5,15,61.0,1603304.0,Konditorei,72.29,,Rain,Rain,0
2016-03-30,Wednesday,5.0,8.5,15,61.0,1603305.0,Kuchen,241.97,,Rain,Rain,0
2016-03-31,Thursday,4.0,9.0,13,21.0,1603311.0,Brot,98.75,,Rain,Rain,0
2016-03-31,Thursday,4.0,9.0,13,21.0,1603312.0,Brötchen,368.85,,Rain,Rain,0
2016-03-31,Thursday,4.0,9.0,13,21.0,1603313.0,Croissant,126.13,,Rain,Rain,0
2016-03-31,Thursday,4.0,9.0,13,21.0,1603314.0,Konditorei,76.4,,Rain,Rain,0
2016-03-31,Thursday,4.0,9.0,13,21.0,1603315.0,Kuchen,239.64,,Rain,Rain,0
2016-04-01,Friday,0.0,9.12,7,,1604011.0,Brot,126.58,,Unknown,Unknown,0
2016-04-01,Friday,0.0,9.12,7,,1604012.0,Brötchen,369.57,,Unknown,Unknown,0
2016-04-01,Friday,0.0,9.12,7,,1604013.0,Croissant,111.82,,Unknown,Unknown,0
2016-04-01,Friday,0.0,9.12,7,,1604014.0,Konditorei,69.16,,Unknown,Unknown,0
2016-04-01,Friday,0.0,9.12,7,,1604015.0,Kuchen,288.46,,Unknown,Unknown,0
2016-04-02,Saturday,3.0,12.75,8,,1604021.0,Brot,87.39,,Unknown,Unknown,0
2016-04-02,Saturday,3.0,12.75,8,,1604022.0,Brötchen,436.28,,Unknown,Unknown,0
2016-04-02,Saturday,3.0,12.75,8,,1604023.0,Croissant,189.13,,Unknown,Unknown,0
2016-04-02,Saturday,3.0,12.75,8,,1604024.0,Konditorei,65.3,,Unknown,Unknown,0
2016-04-02,Saturday,3.0,12.75,8,,1604025.0,Kuchen,247.66,,Unknown,Unknown,0
2016-04-03,Sunday,7.0,15.5,5,21.0,1604031.0,Brot,59.94,,Rain,Rain,0
2016-04-03,Sunday,7.0,15.5,5,21.0,1604032.0,Brötchen,401.2,,Rain,Rain,0
2016-04-03,Sunday,7.0,15.5,5,21.0,1604033.0,Croissant,166.21,,Rain,Rain,0
2016-04-03,Sunday,7.0,15.5,5,21.0,1604034.0,Konditorei,86.22,,Rain,Rain,0
2016-04-03,Sunday,7.0,15.5,5,21.0,1604035.0,Kuchen,234.64,,Rain,Rain,0
2016-04-04,Monday,6.0,17.38,6,21.0,1604041.0,Brot,137.95,,Rain,Rain,0
2016-04-04,Monday,6.0,17.38,6,21.0,1604042.0,Brötchen,261.64,,Rain,Rain,0
2016-04-04,Monday,6.0,17.38,6,21.0,1604043.0,Croissant,128.29,,Rain,Rain,0
2016-04-04,Monday,6.0,17.38,6,21.0,1604044.0,Konditorei,59.91,,Rain,Rain,0
2016-04-04,Monday,6.0,17.38,6,21.0,1604045.0,Kuchen,201.5,,Rain,Rain,0
2016-04-05,Tuesday,7.0,10.0,7,61.0,1604051.0,Brot,94.14,,Rain,Rain,0
2016-04-05,Tuesday,7.0,10.0,7,61.0,1604052.0,Brötchen,246.72,,Rain,Rain,0
2016-04-05,Tuesday,7.0,10.0,7,61.0,1604053.0,Croissant,99.58,,Rain,Rain,0
2016-04-05,Tuesday,7.0,10.0,7,61.0,1604054.0,Konditorei,58.97,,Rain,Rain,0
2016-04-05,Tuesday,7.0,10.0,7,61.0,1604055.0,Kuchen,218.41,,Rain,Rain,0
2016-04-06,Wednesday,6.0,11.12,12,61.0,1604061.0,Brot,115.45,,Rain,Rain,0
2016-04-06,Wednesday,6.0,11.12,12,61.0,1604062.0,Brötchen,285.48,,Rain,Rain,0
2016-04-06,Wednesday,6.0,11.12,12,61.0,1604063.0,Croissant,97.08,,Rain,Rain,0
2016-04-06,Wednesday,6.0,11.12,12,61.0,1604064.0,Konditorei,57.02,,Rain,Rain,0
2016-04-06,Wednesday,6.0,11.12,12,61.0,1604065.0,Kuchen,223.91,,Rain,Rain,0
2016-04-07,Thursday,6.0,8.62,13,21.0,1604071.0,Brot,89.62,,Rain,Rain,0
2016-04-07,Thursday,6.0,8.62,13,21.0,1604072.0,Brötchen,281.79,,Rain,Rain,0
2016-04-07,Thursday,6.0,8.62,13,21.0,1604073.0,Croissant,107.13,,Rain,Rain,0
2016-04-07,Thursday,6.0,8.62,13,21.0,1604074.0,Konditorei,54.31,,Rain,Rain,0
2016-04-07,Thursday,6.0,8.62,13,21.0,1604075.0,Kuchen,252.59,,Rain,Rain,0
2016-04-08,Friday,6.0,9.0,9,63.0,1604081.0,Brot,78.2,,Rain,Rain,0
2016-04-08,Friday,6.0,9.0,9,63.0,1604082.0,Brötchen,256.03,,Rain,Rain,0
2016-04-08,Friday,6.0,9.0,9,63.0,1604083.0,Croissant,120.52,,Rain,Rain,0
2016-04-08,Friday,6.0,9.0,9,63.0,1604084.0,Konditorei,74.03,,Rain,Rain,0
2016-04-08,Friday,6.0,9.0,9,63.0,1604085.0,Kuchen,194.07,,Rain,Rain,0
2016-04-09,Saturday,4.0,10.12,11,0.0,1604091.0,Brot,147.99,,Very Good,Very Good,0
2016-04-09,Saturday,4.0,10.12,11,0.0,1604092.0,Brötchen,350.32,,Very Good,Very Good,0
2016-04-09,Saturday,4.0,10.12,11,0.0,1604093.0,Croissant,109.94,,Very Good,Very Good,0
2016-04-09,Saturday,4.0,10.12,11,0.0,1604094.0,Konditorei,88.72,,Very Good,Very Good,0
2016-04-09,Saturday,4.0,10.12,11,0.0,1604095.0,Kuchen,234.17,,Very Good,Very Good,0
2016-04-10,Sunday,7.0,10.88,13,,1604101.0,Brot,52.04,,Unknown,Unknown,0
2016-04-10,Sunday,7.0,10.88,13,,1604102.0,Brötchen,396.75,,Unknown,Unknown,0
